StartCycle	ChannelID	MemoryReads	MemoryWrites	MemoryReadBandwidth	MemoryWriteBandwidth	PIMReads	PIMReadBandwidth	
367000	0	3008	7168	3008000000	7168000000	0	0	
368000	0	26816	0	26816000000	0	896	896000000	
369000	0	22144	0	22144000000	0	1792	1792000000	
370000	0	28672	1024	28672000000	1024000000	704	704000000	
371000	0	22400	0	22400000000	0	1600	1600000000	
372000	0	27584	0	27584000000	0	768	768000000	
373000	0	4544	0	4544000000	0	1536	1536000000	
374000	0	9792	0	9792000000	0	768	768000000	
375000	0	22912	6400	22912000000	6400000000	1792	1792000000	
376000	0	27968	6912	27968000000	6912000000	512	512000000	
377000	0	4864	19456	4864000000	19456000000	448	448000000	
378000	0	16064	256	16064000000	256000000	960	960000000	
379000	0	16960	10752	16960000000	10752000000	1344	1344000000	
380000	0	0	16064	0	16064000000	448	448000000	
381000	0	19456	5696	19456000000	5696000000	1408	1408000000	
382000	0	19776	0	19776000000	0	1152	1152000000	
383000	0	24832	0	24832000000	0	1536	1536000000	
384000	0	26368	0	26368000000	0	768	768000000	
385000	0	24960	0	24960000000	0	1536	1536000000	
386000	0	26048	0	26048000000	0	896	896000000	
387000	0	25344	0	25344000000	0	1408	1408000000	
388000	0	25600	0	25600000000	0	1088	1088000000	
389000	0	25600	0	25600000000	0	1216	1216000000	
390000	0	11136	0	11136000000	0	1152	1152000000	
391000	0	25920	0	25920000000	0	1152	1152000000	
392000	0	25344	0	25344000000	0	1152	1152000000	
393000	0	24256	0	24256000000	0	1152	1152000000	
394000	0	14528	0	14528000000	0	1152	1152000000	
395000	0	25280	0	25280000000	0	1152	1152000000	
396000	0	25216	0	25216000000	0	1408	1408000000	
397000	0	25984	0	25984000000	0	896	896000000	
398000	0	24384	0	24384000000	0	1536	1536000000	
399000	0	26752	0	26752000000	0	768	768000000	
400000	0	23936	1024	23936000000	1024000000	1536	1536000000	
401000	0	27200	0	27200000000	0	768	768000000	
402000	0	23808	640	23808000000	640000000	1536	1536000000	
403000	0	23040	0	23040000000	0	768	768000000	
404000	0	12288	0	12288000000	0	1600	1600000000	
405000	0	0	0	0	0	704	704000000	
406000	0	0	0	0	0	1920	1920000000	
407000	0	0	0	0	0	960	960000000	
408000	0	0	0	0	0	1728	1728000000	
409000	0	16384	27328	16384000000	27328000000	384	384000000	
410000	0	7168	10176	7168000000	10176000000	128	128000000	
411000	0	23552	0	23552000000	0	192	192000000	
412000	0	20672	0	20672000000	0	384	384000000	
413000	0	27072	0	27072000000	0	192	192000000	
414000	0	22720	0	22720000000	0	384	384000000	
415000	0	27200	0	27200000000	0	128	128000000	
416000	0	20672	0	20672000000	0	384	384000000	
417000	0	27456	0	27456000000	0	128	128000000	
418000	0	22400	0	22400000000	0	384	384000000	
419000	0	26432	0	26432000000	0	192	192000000	
420000	0	24896	0	24896000000	0	320	320000000	
421000	0	26240	0	26240000000	0	192	192000000	
422000	0	25600	0	25600000000	0	320	320000000	
423000	0	17600	0	17600000000	0	192	192000000	
424000	0	25088	0	25088000000	0	320	320000000	
425000	0	24384	1024	24384000000	1024000000	256	256000000	
426000	0	25088	0	25088000000	0	256	256000000	
427000	0	23552	0	23552000000	0	256	256000000	
428000	0	26304	0	26304000000	0	256	256000000	
429000	0	22400	0	22400000000	0	256	256000000	
430000	0	25728	0	25728000000	0	256	256000000	
431000	0	21888	128	21888000000	128000000	256	256000000	
432000	0	20800	0	20800000000	0	256	256000000	
433000	0	5760	64	5760000000	64000000	256	256000000	
434000	0	0	0	0	0	256	256000000	
435000	0	0	0	0	0	320	320000000	
436000	0	0	0	0	0	192	192000000	
437000	0	0	0	0	0	320	320000000	
438000	0	0	0	0	0	256	256000000	
439000	0	0	0	0	0	384	384000000	
440000	0	3264	0	3264000000	0	192	192000000	
441000	0	17280	2880	17280000000	2880000000	384	384000000	
442000	0	27456	768	27456000000	768000000	128	128000000	
443000	0	16000	6144	16000000000	6144000000	320	320000000	
444000	0	1536	23040	1536000000	23040000000	128	128000000	
445000	0	0	0	0	0	384	384000000	
446000	0	0	0	0	0	192	192000000	
447000	0	0	0	0	0	384	384000000	
448000	0	0	0	0	0	128	128000000	
449000	0	0	3520	0	3520000000	128	128000000	
450000	0	0	64	0	64000000	0	0	
451000	0	0	0	0	0	0	0	
452000	0	0	0	0	0	0	0	
453000	0	0	2688	0	2688000000	0	0	
