OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.attn.QKVgen	108930	128699	19769	10887	0	0	0	12872000	8256	651120441094	417623552	651538064646	201326592	1.128686	
layer0.ffn.fc1	62210	87389	25179	15475	0	0	0	17074496	8256	678124468803	327892291	678452361094	268435456	1.058740	
layer0.ffn.swish	87389	87735	346	32	0	0	0	133120	133120	384739884393	384739884393	769479768786	0	0.000000	
layer0.attn.rn	108532	108930	398	160	0	0	0	272448	264192	684542713567	663798994974	1348341708542	0	0.000000	
layer0.ffn.res	107944	108532	588	32	0	0	0	528384	264192	898612244897	449306122448	1347918367346	0	0.000000	
layer0.ffn.rn	61596	62210	614	160	0	0	0	272448	264192	443726384364	430280130293	874006514657	0	0.000000	
layer0.attn.res	60676	61596	920	32	0	0	0	528384	264192	574330434782	287165217391	861495652173	0	0.000000	
layer0.ffn.fc2	87735	107944	20209	11905	0	0	0	16942400	8256	838359146914	408530852	838767677767	268435456	1.376228	
layer0.attn.proj	54426	60676	6250	3655	0	0	0	4235840	8256	677734400000	1320960000	679055360000	67108864	1.120657	
