OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.attn.QKVgen	1591	18452	16861	11173	0	0	0	7355008	131328	436214222169	7788861870	444003084040	805306368	4.399177	
layer0.attn.rn	0	1591	1591	1280	0	0	0	1069120	1064960	671979886863	669365179132	1341345065996	0	0.000000	
