OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.attn.NeuPIMSLogitSoftmax	228626	248388	19762	9969	0	0	0	0	340480	0	17229025402	17229025402	0	0.000000	
layer0.attn.NeuPIMSAttend	248388	287345	38957	0	0	0	0	0	0	0	0	0	0	-nan	
