OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.ffn.fc1	83639	123716	40077	27759	0	0	0	34672960	16448	865158569753	410409960	865568979714	1073741824	2.360892	
layer0.ffn.res	160245	162839	2594	64	0	0	0	2105344	1052672	811620663068	405810331534	1217430994602	0	0.000000	
layer0.attn.res	78954	81486	2532	64	0	0	0	2105344	1052672	831494470774	415747235387	1247241706161	0	0.000000	
layer0.attn.proj	68244	78954	10710	6465	0	0	0	8471104	16448	790952754435	1535760971	792488515406	268435456	2.534261	
layer0.attn.rn	162839	165542	2703	320	0	0	0	1069120	1052672	395530891601	389445800961	784976692563	0	0.000000	
layer0.ffn.fc2	124049	160245	36196	21113	0	0	0	33883456	16448	936110509448	454414852	936564924301	1073741824	3.104059	
layer0.ffn.rn	81486	83639	2153	320	0	0	0	1069120	1052672	496572224802	488932652113	985504876915	0	0.000000	
layer0.attn.QKVgen	165542	193842	28300	23917	0	0	0	26267968	16448	928196749116	581201413	928777950530	805306368	2.055107	
layer0.ffn.swish	123716	124049	333	64	0	0	0	266240	266240	799519519519	799519519519	1599039039039	0	0.000000	
