StartCycle	ChannelID	MemoryReads	MemoryWrites	MemoryReadBandwidth	MemoryWriteBandwidth	PIMReads	PIMReadBandwidth	
198000	30	21696	0	21696000000	0	512	512000000	
199000	30	29504	0	29504000000	0	512	512000000	
200000	30	30912	0	30912000000	0	0	0	
201000	30	31808	1024	31808000000	1024000000	0	0	
202000	30	26688	512	26688000000	512000000	192	192000000	
203000	30	25984	0	25984000000	0	320	320000000	
204000	30	21248	0	21248000000	0	256	256000000	
205000	30	23104	0	23104000000	0	256	256000000	
206000	30	31040	0	31040000000	0	0	0	
207000	30	22208	0	22208000000	0	0	0	
208000	30	0	0	0	0	0	0	
209000	30	20224	0	20224000000	0	0	0	
210000	30	31296	16256	31296000000	16256000000	0	0	
211000	30	14848	16512	14848000000	16512000000	0	0	
212000	30	15936	3072	15936000000	3072000000	0	0	
213000	30	16512	14336	16512000000	14336000000	0	0	
214000	30	17984	15360	17984000000	15360000000	0	0	
215000	30	31552	0	31552000000	0	0	0	
216000	30	23360	0	23360000000	0	0	0	
217000	30	31936	0	31936000000	0	0	0	
218000	30	30016	0	30016000000	0	0	0	
219000	30	32000	0	32000000000	0	0	0	
220000	30	31488	0	31488000000	0	0	0	
221000	30	31872	0	31872000000	0	0	0	
222000	30	31424	0	31424000000	0	0	0	
223000	30	31872	0	31872000000	0	0	0	
224000	30	31360	0	31360000000	0	0	0	
225000	30	31936	0	31936000000	0	0	0	
226000	30	31488	0	31488000000	0	0	0	
227000	30	31936	0	31936000000	0	0	0	
228000	30	31360	0	31360000000	0	0	0	
229000	30	31936	0	31936000000	0	0	0	
230000	30	31488	0	31488000000	0	0	0	
231000	30	31936	0	31936000000	0	0	0	
232000	30	31488	0	31488000000	0	0	0	
233000	30	31936	0	31936000000	0	0	0	
234000	30	31424	0	31424000000	0	0	0	
235000	30	31488	0	31488000000	0	0	0	
236000	30	31872	0	31872000000	0	0	0	
237000	30	31552	0	31552000000	0	0	0	
238000	30	31936	0	31936000000	0	0	0	
239000	30	31616	0	31616000000	0	0	0	
240000	30	31872	0	31872000000	0	0	0	
241000	30	31488	0	31488000000	0	0	0	
242000	30	31936	0	31936000000	0	0	0	
243000	30	31552	512	31552000000	512000000	0	0	
244000	30	31936	0	31936000000	0	0	0	
245000	30	31424	0	31424000000	0	0	0	
246000	30	32000	0	32000000000	0	0	0	
247000	30	31424	0	31424000000	0	0	0	
248000	30	27520	0	27520000000	0	0	0	
249000	30	0	0	0	0	0	0	
250000	30	0	0	0	0	0	0	
251000	30	0	0	0	0	0	0	
252000	30	0	0	0	0	0	0	
253000	30	0	0	0	0	0	0	
254000	30	8320	8192	8320000000	8192000000	0	0	
255000	30	27264	0	27264000000	0	0	0	
256000	30	31808	0	31808000000	0	0	0	
257000	30	31040	0	31040000000	0	0	0	
258000	30	31872	0	31872000000	0	0	0	
259000	30	31296	0	31296000000	0	0	0	
260000	30	31936	0	31936000000	0	0	0	
261000	30	31424	0	31424000000	0	0	0	
262000	30	30656	0	30656000000	0	0	0	
263000	30	19264	0	19264000000	0	0	0	
264000	30	31872	0	31872000000	0	0	0	
265000	30	31296	0	31296000000	0	0	0	
266000	30	31936	0	31936000000	0	0	0	
267000	30	31424	0	31424000000	0	0	0	
268000	30	31872	0	31872000000	0	0	0	
269000	30	31424	0	31424000000	0	0	0	
270000	30	31936	0	31936000000	0	0	0	
271000	30	31296	0	31296000000	0	0	0	
272000	30	31872	0	31872000000	0	0	0	
273000	30	31360	0	31360000000	0	0	0	
274000	30	31488	0	31488000000	0	0	0	
275000	30	31872	0	31872000000	0	0	0	
276000	30	31424	0	31424000000	0	0	0	
277000	30	31936	0	31936000000	0	0	0	
278000	30	31488	0	31488000000	0	0	0	
279000	30	31872	0	31872000000	0	0	0	
