OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.ffn.swish	495195	497630	2435	256	0	0	0	1064960	1064960	437355236139	437355236139	874710472279	0	0.000000	
layer0.ffn.fc1	457416	495195	37779	27140	0	0	0	18911872	131328	500592180841	3476216945	504068397787	2147483648	4.829477	
layer0.ffn.fc2	497630	535150	37520	23159	0	0	0	17861248	131328	476046055437	3500213219	479546268656	2147483648	5.659657	
layer0.ffn.res	535150	540304	5154	256	0	0	0	4227072	2113536	820153667054	410076833527	1230230500582	0	0.000000	
layer0.ffn.rn	452725	457416	4691	1268	0	0	0	2121792	2113536	452311234278	450551268386	902862502664	0	0.000000	
layer0.attn.res	441495	452725	11230	256	0	0	0	4227072	2113536	376408904719	188204452359	564613357079	0	0.000000	
layer0.attn.proj	432266	441495	9229	6659	0	0	0	4465792	131328	483886878318	14229927402	498116805721	536870912	4.920859	
