StartCycle	ChannelID	MemoryReads	MemoryWrites	MemoryReadBandwidth	MemoryWriteBandwidth	PIMReads	PIMReadBandwidth	
412000	11	19008	13824	19008000000	13824000000	0	0	
413000	11	28288	0	28288000000	0	0	0	
414000	11	31936	0	31936000000	0	0	0	
415000	11	31360	0	31360000000	0	0	0	
416000	11	32000	0	32000000000	0	0	0	
417000	11	31104	0	31104000000	0	0	0	
418000	11	31936	0	31936000000	0	0	0	
419000	11	22208	0	22208000000	0	0	0	
420000	11	28352	256	28352000000	256000000	0	0	
421000	11	14848	0	14848000000	0	0	0	
422000	11	0	0	0	0	0	0	
423000	11	0	0	0	0	0	0	
424000	11	0	0	0	0	0	0	
425000	11	19328	7680	19328000000	7680000000	0	0	
426000	11	27456	16896	27456000000	16896000000	0	0	
427000	11	2880	7680	2880000000	7680000000	0	0	
428000	11	29504	512	29504000000	512000000	0	0	
429000	11	31488	0	31488000000	0	0	0	
430000	11	31424	0	31424000000	0	0	0	
431000	11	32000	0	32000000000	0	0	0	
432000	11	31424	0	31424000000	0	0	0	
433000	11	31936	0	31936000000	0	0	0	
434000	11	31424	0	31424000000	0	0	0	
435000	11	31936	0	31936000000	0	0	0	
436000	11	31488	0	31488000000	0	0	0	
437000	11	31936	0	31936000000	0	0	0	
438000	11	31488	0	31488000000	0	0	0	
439000	11	31872	0	31872000000	0	0	0	
440000	11	31488	0	31488000000	0	0	0	
441000	11	31872	0	31872000000	0	0	0	
442000	11	31552	0	31552000000	0	0	0	
443000	11	32000	0	32000000000	0	0	0	
444000	11	31488	0	31488000000	0	0	0	
445000	11	31936	0	31936000000	0	0	0	
446000	11	31488	0	31488000000	0	0	0	
447000	11	32000	0	32000000000	0	0	0	
448000	11	31424	0	31424000000	0	0	0	
449000	11	31936	0	31936000000	0	0	0	
450000	11	31488	0	31488000000	0	0	0	
451000	11	31936	0	31936000000	0	0	0	
452000	11	31552	0	31552000000	0	0	0	
453000	11	31936	0	31936000000	0	0	0	
454000	11	31424	0	31424000000	0	0	0	
455000	11	32000	256	32000000000	256000000	0	0	
456000	11	31488	0	31488000000	0	0	0	
457000	11	32000	0	32000000000	0	0	0	
458000	11	31488	0	31488000000	0	0	0	
459000	11	31936	0	31936000000	0	0	0	
460000	11	31424	0	31424000000	0	0	0	
461000	11	21184	0	21184000000	0	0	0	
462000	11	0	0	0	0	0	0	
463000	11	0	0	0	0	0	0	
464000	11	1408	640	1408000000	640000000	0	0	
465000	11	26816	3456	26816000000	3456000000	0	0	
466000	11	31424	0	31424000000	0	0	0	
467000	11	31936	0	31936000000	0	0	0	
468000	11	31424	0	31424000000	0	0	0	
469000	11	31424	0	31424000000	0	0	0	
470000	11	31808	0	31808000000	0	0	0	
471000	11	31488	0	31488000000	0	0	0	
472000	11	31808	0	31808000000	0	0	0	
473000	11	31296	0	31296000000	0	0	0	
474000	11	31872	0	31872000000	0	0	0	
475000	11	31424	0	31424000000	0	0	0	
476000	11	31808	0	31808000000	0	0	0	
477000	11	31488	0	31488000000	0	0	0	
478000	11	31936	0	31936000000	0	0	0	
479000	11	31424	0	31424000000	0	0	0	
480000	11	31872	0	31872000000	0	0	0	
481000	11	31552	0	31552000000	0	0	0	
482000	11	31872	0	31872000000	0	0	0	
483000	11	31360	0	31360000000	0	0	0	
484000	11	31936	0	31936000000	0	0	0	
485000	11	31424	0	31424000000	0	0	0	
486000	11	31872	0	31872000000	0	0	0	
487000	11	31424	0	31424000000	0	0	0	
488000	11	31936	0	31936000000	0	0	0	
489000	11	31488	0	31488000000	0	0	0	
490000	11	31936	0	31936000000	0	0	0	
491000	11	31424	0	31424000000	0	0	0	
492000	11	32000	256	32000000000	256000000	0	0	
493000	11	31424	0	31424000000	0	0	0	
494000	11	31936	0	31936000000	0	0	0	
495000	11	31488	0	31488000000	0	0	0	
496000	11	31936	0	31936000000	0	0	0	
497000	11	31424	0	31424000000	0	0	0	
498000	11	15680	0	15680000000	0	0	0	
499000	11	4096	0	4096000000	0	0	0	
500000	11	28672	15872	28672000000	15872000000	0	0	
501000	11	0	512	0	512000000	0	0	
