StartCycle	NumCalculations	
0	975360	
1001	1052672	
2002	0	
3003	0	
4004	2019328	
5005	2050048	
6006	2050048	
7007	2050048	
8008	1106432	
9009	1636736	
10010	312000	
11011	3456	
12012	0	
13013	0	
14014	0	
15015	978944	
16016	2050048	
17017	2050048	
18018	2050048	
19019	2050048	
20020	1786368	
21021	1363456	
22022	1144832	
23023	1767424	
24024	61712	
25025	800	
26026	2000	
27027	1130496	
28028	1058816	
29029	0	
30030	0	
31031	0	
32032	0	
33033	0	
34034	1736704	
35035	2050048	
36036	2050048	
37037	2050048	
38038	2050048	
39039	1266176	
40040	61440	
41041	2050048	
42042	110592	
43043	0	
44044	0	
45045	0	
46046	0	
47047	149504	
48048	2050048	
49049	2050048	
50050	2050048	
51051	2050048	
52052	2050048	
53053	773120	
54054	1576960	
55055	776192	
56056	839680	
57057	2050048	
58058	2050048	
59059	1964032	
60060	2050048	
61061	1843200	
62062	622976	
63063	1911488	
64064	1552048	
65065	0	
66066	2768	
67067	1466368	
68068	1140736	
69069	0	
70070	1103872	
71071	135168	
72072	0	
73073	0	
74074	141312	
75075	1748992	
76076	2050048	
77077	2050048	
78078	2050048	
79079	2050048	
80080	1829024	
81081	352	
82082	0	
83083	0	
84084	1312768	
85085	2050048	
86086	1906688	
87087	1024000	
88088	2050048	
89089	2050048	
90090	2050048	
91091	1468480	
92092	668608	
93093	1720320	
94094	0	
95095	458752	
96096	2050048	
97097	2050048	
98098	2050048	
99099	2050048	
100100	1530576	
101101	13616	
102102	1073152	
103103	2002944	
104104	384	
105105	975488	
106106	856064	
107107	0	
108108	0	
109109	1345536	
110110	2050048	
111111	2050048	
112112	2050048	
113113	2050048	
114114	2017280	
115115	1217024	
116116	743424	
117117	0	
118118	0	
119119	1759232	
120120	2050048	
121121	2050048	
122122	2050048	
123123	2050048	
124124	1472528	
125125	1415664	
126126	544768	
127127	1398784	
128128	989568	
129129	2688	
130130	753664	
131131	1435648	
132132	0	
133133	0	
134134	0	
135135	0	
136136	0	
137137	1298432	
138138	2050048	
139139	2050048	
140140	2050048	
141141	2050048	
142142	1704448	
143143	0	
144144	1730560	
145145	491520	
146146	0	
147147	0	
148148	0	
149149	0	
150150	0	
151151	1802240	
152152	2050048	
153153	2050048	
154154	2050048	
155155	2050048	
156156	1167872	
