OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.attn.NeuPIMSAttend	104694	121468	16774	224	0	0	0	0	43008	0	2563968045	2563968045	0	0.000000	
layer0.attn.NeuPIMSLogitSoftmax	89039	104694	15655	5002	0	0	0	0	416960	0	26634302139	26634302139	0	0.000000	
