StartCycle	NumCalculations	
0	4000	
1001	1120	
2002	5040	
3003	80	
4004	1492992	
5005	204800	
6006	0	
7007	0	
8008	0	
9009	847872	
10010	0	
11011	0	
12012	657408	
13013	2050048	
14014	2050048	
15015	2050048	
16016	2050048	
17017	2050048	
18018	2050048	
19019	2050048	
20020	1077248	
21021	606208	
22022	2050048	
23023	2050048	
24024	1875968	
25025	1218560	
26026	2050048	
27027	2050048	
28028	796672	
29029	1214464	
30030	2050048	
31031	2050048	
32032	2050048	
33033	2050048	
34034	2050048	
35035	1800272	
36036	2560	
37037	2240	
38038	5280	
39039	80	
40040	0	
41041	0	
42042	0	
43043	0	
44044	2144	
45045	1206272	
46046	75776	
47047	542720	
48048	552960	
49049	0	
50050	282624	
51051	958464	
52052	1093632	
53053	2050048	
54054	2050048	
55055	1446944	
56056	1241088	
57057	1488896	
58058	1423360	
59059	1617920	
60060	2050048	
61061	1173504	
62062	1032288	
63063	1816576	
64064	1986560	
65065	960512	
66066	1499136	
67067	1505280	
68068	2051872	
69069	1949696	
70070	1814528	
71071	757760	
72072	1919264	
73073	1925344	
74074	792576	
75075	2050048	
76076	2050048	
77077	2050048	
78078	2050048	
79079	2050048	
80080	2050048	
81081	686080	
82082	0	
83083	0	
84084	15104	
85085	0	
86086	0	
87087	35152	
88088	64	
89089	64	
90090	96	
91091	32	
92092	0	
93093	96	
94094	32	
95095	0	
96096	128	
97097	64	
98098	64	
99099	96	
100100	64	
101101	96	
102102	64	
103103	576	
104104	96	
105105	32	
106106	0	
107107	0	
108108	15152	
109109	8528	
110110	1165312	
111111	757760	
112112	514048	
113113	1607680	
114114	935936	
115115	1871328	
116116	1302528	
117117	1261568	
118118	1916064	
119119	1574912	
120120	1605632	
121121	2054288	
122122	841744	
123123	64	
124124	96	
125125	416	
126126	592	
127127	544	
128128	304	
129129	16	
130130	96	
131131	1264	
132132	560	
133133	8320	
134134	0	
135135	0	
136136	20704	
137137	1059200	
138138	0	
139139	782336	
140140	0	
141141	270336	
142142	880640	
143143	767936	
144144	430080	
145145	2029568	
146146	2050048	
147147	1740800	
148148	1212416	
149149	1213392	
150150	838656	
151151	1769600	
152152	1081344	
153153	1661312	
154154	1568768	
155155	2050048	
156156	704544	
157157	1665120	
158158	1943552	
159159	1611776	
160160	1353760	
161161	385120	
162162	139328	
163163	2050112	
164164	1181760	
165165	444480	
166166	1849440	
167167	1433632	
168168	96	
169169	1526048	
170170	2050048	
171171	2050048	
172172	2050048	
173173	700416	
174174	2050048	
175175	2050048	
176176	460800	
177177	204800	
178178	2050048	
179179	2050048	
180180	2050048	
181181	2050048	
182182	2050048	
183183	2050048	
184184	1121200	
185185	1104	
186186	0	
187187	264192	
188188	1466368	
189189	0	
190190	552960	
191191	716800	
192192	0	
193193	0	
194194	552960	
195195	497664	
196196	2050048	
197197	1521664	
198198	712704	
199199	2050048	
200200	2050048	
201201	641024	
202202	358400	
203203	2050048	
204204	2050048	
205205	616448	
206206	899072	
207207	2050048	
208208	2050048	
209209	661504	
210210	380928	
211211	2050048	
212212	2050048	
213213	593920	
214214	1134592	
215215	2050048	
216216	2050048	
217217	393216	
218218	1380352	
219219	2050048	
220220	2050048	
221221	2050048	
222222	2050048	
223223	704752	
224224	16	
225225	48	
226226	944	
227227	800	
228228	0	
229229	160	
230230	320	
231231	7200	
232232	2560	
233233	571392	
234234	503808	
235235	305152	
236236	280576	
237237	0	
238238	0	
239239	0	
240240	1110016	
241241	612352	
242242	1599488	
243243	0	
244244	1603584	
245245	1884160	
246246	2050048	
247247	1847296	
248248	2050048	
249249	2050048	
250250	1607680	
251251	1222656	
252252	2050048	
253253	1990656	
254254	1937408	
255255	950272	
256256	2050048	
257257	1601536	
258258	2050048	
259259	1419264	
260260	2050048	
261261	2050048	
262262	2050048	
263263	2050048	
264264	2050048	
265265	2050048	
266266	2050048	
267267	1787904	
268268	1550336	
269269	423936	
270270	0	
271271	1724416	
272272	430080	
273273	1320960	
274274	1912928	
275275	1822720	
276276	1544192	
277277	1536000	
278278	1941504	
