StartCycle	NumCalculations	
0	10688	
1001	9792	
2002	1376256	
3003	59392	
4004	0	
5005	0	
6006	0	
7007	219136	
8008	1968128	
9009	1972224	
10010	2050048	
11011	2050048	
12012	2050048	
13013	2050048	
14014	2050048	
15015	2050048	
16016	2050048	
17017	2050048	
18018	891344	
19019	6080	
20020	9840	
21021	1435648	
22022	1140736	
23023	292864	
24024	813056	
25025	0	
26026	471040	
27027	81920	
28028	585728	
29029	1171456	
30030	1421312	
31031	2050048	
32032	2050048	
33033	2050048	
34034	2050048	
35035	2050048	
36036	2050048	
37037	2050048	
38038	2050048	
39039	1669120	
40040	20736	
41041	0	
42042	0	
43043	0	
44044	0	
45045	0	
46046	0	
47047	0	
48048	0	
49049	0	
50050	0	
51051	0	
52052	0	
53053	0	
54054	0	
55055	0	
56056	0	
57057	0	
58058	0	
59059	18816	
60060	0	
61061	0	
62062	0	
63063	0	
64064	0	
65065	0	
66066	0	
67067	0	
68068	0	
69069	0	
70070	0	
71071	0	
72072	0	
73073	0	
74074	0	
75075	16256	
76076	0	
77077	0	
78078	0	
79079	0	
80080	0	
81081	0	
82082	0	
83083	0	
84084	0	
85085	0	
86086	11776	
87087	0	
88088	0	
89089	0	
90090	0	
91091	0	
92092	0	
93093	0	
94094	0	
95095	0	
96096	0	
97097	0	
98098	11776	
99099	0	
100100	0	
101101	0	
102102	0	
103103	0	
104104	0	
105105	0	
106106	9216	
107107	0	
108108	0	
109109	0	
110110	0	
111111	0	
112112	0	
113113	0	
114114	8576	
115115	0	
116116	0	
117117	0	
118118	0	
119119	0	
120120	0	
121121	0	
122122	24544	
123123	3456	
124124	0	
125125	0	
126126	24384	
127127	26624	
128128	0	
129129	0	
130130	0	
131131	4736	
132132	0	
133133	0	
134134	0	
135135	79648	
136136	63424	
137137	0	
138138	0	
139139	32240	
140140	43872	
141141	0	
142142	9984	
143143	37952	
144144	0	
145145	32	
146146	0	
147147	32	
148148	0	
149149	32	
150150	0	
151151	32	
152152	0	
153153	32	
154154	0	
155155	32	
156156	0	
157157	32	
158158	16	
159159	16	
160160	16	
161161	16	
162162	16	
163163	16	
164164	32	
165165	0	
166166	32	
167167	0	
168168	32	
169169	0	
170170	32	
171171	0	
172172	32	
173173	0	
174174	32	
175175	0	
176176	32	
177177	0	
178178	32	
179179	0	
180180	32	
181181	0	
182182	32	
183183	0	
184184	32	
185185	0	
186186	32	
187187	0	
188188	32	
189189	0	
190190	32	
191191	32	
192192	0	
193193	32	
194194	32	
195195	16	
196196	16	
197197	32	
198198	0	
199199	32	
200200	32	
201201	32	
202202	0	
203203	32	
204204	16	
205205	16	
206206	32	
207207	32	
208208	0	
209209	32	
210210	32	
211211	16	
212212	16	
213213	32	
214214	32	
215215	32	
216216	32	
217217	32	
218218	32	
219219	32	
220220	32	
221221	32	
222222	32	
223223	32	
224224	32	
225225	32	
226226	32	
227227	32	
228228	32	
229229	32	
230230	32	
231231	32	
232232	32	
233233	32	
234234	48	
235235	16	
236236	48	
237237	15200	
238238	2928	
239239	0	
240240	800	
241241	16016	
242242	16016	
243243	1435648	
244244	108544	
245245	1228800	
246246	2050048	
247247	2050048	
248248	1009776	
249249	7680	
250250	880	
251251	2080	
252252	720	
253253	4880	
254254	15360	
255255	4896	
256256	0	
257257	0	
258258	0	
259259	0	
260260	4096	
261261	1206272	
262262	0	
263263	3552	
264264	471584	
265265	1384448	
266266	0	
267267	0	
268268	4736	
269269	0	
270270	1380352	
271271	2052864	
272272	2077328	
273273	2054144	
274274	2050048	
275275	2050048	
276276	2050048	
277277	2054144	
278278	2050048	
279279	2052864	
280280	2050048	
281281	2052672	
282282	19600	
283283	3120	
284284	21792	
285285	0	
286286	0	
287287	0	
288288	82368	
289289	1229504	
290290	1390592	
291291	978944	
292292	520192	
293293	111232	
294294	1490944	
295295	2079216	
296296	839680	
297297	2050048	
298298	2063472	
299299	2175808	
300300	2056256	
301301	2077376	
302302	2050048	
303303	2050048	
304304	2070736	
305305	2073328	
306306	1732640	
307307	272	
308308	224	
309309	672	
310310	32	
311311	3040	
312312	4992	
313313	416	
314314	15408	
315315	0	
316316	48	
317317	1355792	
318318	862256	
319319	16	
320320	32	
321321	32	
322322	32	
323323	567328	
324324	1800224	
325325	1546272	
326326	759856	
327327	16	
328328	64	
329329	0	
330330	704	
331331	407568	
332332	2050096	
333333	2050064	
334334	2050096	
335335	2050080	
336336	2050080	
337337	2050080	
338338	2050080	
339339	1687584	
340340	32	
341341	32	
342342	32	
343343	32	
344344	32	
345345	32	
346346	32	
347347	32	
348348	32	
349349	32	
350350	1280	
351351	32	
352352	0	
353353	0	
354354	0	
355355	0	
356356	32	
357357	32	
358358	32	
359359	48	
360360	16	
361361	48	
362362	16	
363363	21280	
364364	1292288	
365365	616448	
366366	2013184	
367367	2050048	
368368	1898496	
369369	544	
370370	320	
371371	2880	
372372	352	
373373	0	
374374	20480	
375375	165888	
376376	1277952	
377377	966656	
378378	0	
379379	0	
380380	0	
381381	0	
382382	0	
383383	1337344	
384384	1179648	
