OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.attn.NeuPIMSAttend	142582	179063	36481	320	0	0	0	0	42880	0	1175406375	1175406375	0	0.000000	
layer0.attn.NeuPIMSLogitSoftmax	111847	142582	30735	9482	0	0	0	0	386304	0	12568862859	12568862859	0	0.000000	
