OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.attn.NeuPIMSAttend	508747	560917	52170	640	0	0	0	0	122880	0	2355376653	2355376653	0	0.000000	
layer0.attn.NeuPIMSLogitSoftmax	451420	508747	57327	18370	0	0	0	0	1228224	0	21424878329	21424878329	0	0.000000	
