OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.attn.QKVgen	3957	35915	31958	21774	0	0	0	27316544	32832	854763877589	1027348394	855791225984	1610612736	4.514742	
layer0.attn.rn	0	3957	3957	640	0	0	0	2121792	2105344	536212282031	532055597675	1068267879706	0	0.000000	
