StartCycle	NumCalculations	
0	4000	
1001	960	
2002	5440	
3003	4880	
4004	0	
5005	725072	
6006	1099776	
7007	0	
8008	552960	
9009	0	
10010	0	
11011	0	
12012	1105920	
13013	0	
14014	905216	
15015	2050048	
16016	1880064	
17017	1769472	
18018	1454080	
19019	2050048	
20020	2050048	
21021	2050048	
22022	2050048	
23023	573440	
24024	2050048	
25025	2050048	
26026	507904	
27027	1329152	
28028	2050048	
29029	286720	
30030	2050048	
31031	1918976	
32032	2050048	
33033	1277952	
34034	2050048	
35035	2050048	
36036	2050048	
37037	2050048	
38038	2050048	
39039	2050048	
40040	2050048	
41041	2050048	
42042	2050048	
43043	2050048	
44044	2050048	
45045	2050048	
46046	2050048	
47047	2050048	
48048	2050048	
49049	2050048	
50050	2050048	
51051	2050048	
52052	2050048	
53053	2050048	
54054	2050048	
55055	2050048	
56056	2050048	
57057	2050048	
58058	2050048	
59059	424048	
60060	2240	
61061	160	
62062	7280	
63063	3440	
64064	0	
65065	0	
66066	80	
67067	0	
68068	0	
69069	0	
70070	0	
71071	1189888	
72072	536576	
73073	526336	
74074	645120	
75075	552960	
76076	0	
77077	0	
78078	1208320	
79079	1253376	
80080	1956928	
81081	1591296	
82082	1288192	
83083	1541280	
84084	1640448	
85085	1390592	
86086	902144	
87087	1204224	
88088	2050048	
89089	1477472	
90090	946176	
91091	1659584	
92092	2050448	
93093	1104016	
94094	911904	
95095	1771520	
96096	1044480	
97097	1904640	
98098	1892352	
99099	804320	
100100	1776288	
101101	2050048	
102102	2050048	
103103	2050048	
104104	2050048	
105105	2050048	
106106	2050048	
107107	2050048	
108108	2050048	
109109	2050048	
110110	2050048	
111111	2050048	
112112	2050048	
113113	2050272	
114114	2054688	
115115	2050048	
116116	2050048	
117117	2050048	
118118	2050048	
119119	2050048	
120120	2050048	
121121	2050048	
122122	2050048	
123123	2050048	
124124	2050048	
125125	2050048	
126126	2050048	
127127	893968	
128128	0	
129129	0	
130130	0	
131131	23904	
132132	896	
133133	26304	
134134	0	
135135	0	
136136	0	
137137	19888	
138138	0	
139139	0	
140140	128	
141141	0	
142142	0	
143143	96	
144144	32	
145145	0	
146146	0	
147147	0	
148148	0	
149149	0	
150150	0	
151151	0	
152152	0	
153153	0	
154154	0	
155155	32	
156156	96	
157157	64	
158158	832	
159159	0	
160160	0	
161161	128	
162162	0	
163163	0	
164164	240	
165165	1040	
166166	5552	
167167	23376	
168168	24192	
169169	2035712	
170170	684576	
171171	801152	
172172	1124352	
173173	782336	
174174	1077248	
175175	1199328	
176176	1497184	
177177	344768	
178178	1986560	
179179	2050048	
180180	2050048	
181181	2050048	
182182	2050048	
183183	2051872	
184184	2050048	
185185	1071136	
186186	1312	
187187	3904	
188188	16	
189189	608	
190190	128	
191191	768	
192192	544	
193193	80	
194194	0	
195195	0	
196196	4416	
197197	1840	
198198	0	
199199	240	
200200	1440	
201201	5840	
202202	6000	
203203	0	
204204	0	
205205	0	
206206	0	
207207	0	
208208	0	
209209	1173504	
210210	83136	
211211	1058816	
212212	1175552	
213213	0	
214214	815104	
215215	1638400	
216216	1449984	
217217	2050048	
218218	2050048	
219219	1757184	
220220	1687552	
221221	729488	
222222	1511424	
223223	2023424	
224224	0	
225225	1468416	
226226	1734656	
227227	720896	
228228	0	
229229	1165312	
230230	2050048	
231231	1400832	
232232	128	
233233	1298432	
234234	2050688	
235235	901120	
236236	128	
237237	1609728	
238238	2050112	
239239	1153088	
240240	0	
241241	866336	
242242	2050144	
243243	1040384	
244244	514144	
245245	2056992	
246246	2050048	
247247	2050048	
248248	2050048	
249249	1368064	
250250	2050048	
251251	2050048	
252252	2050048	
253253	2050048	
254254	2050048	
255255	2050048	
256256	2050048	
257257	2050048	
258258	2050048	
259259	2050048	
260260	2050048	
261261	2050048	
262262	2050048	
263263	2050048	
264264	2050048	
265265	2050048	
266266	2050048	
267267	2050048	
268268	2050048	
269269	2050048	
270270	2050048	
271271	2050048	
272272	2050048	
273273	2050048	
274274	2050048	
275275	2050048	
276276	2050048	
277277	2050048	
278278	307200	
279279	1080320	
280280	421888	
281281	0	
282282	0	
283283	0	
284284	1052672	
285285	380928	
286286	0	
287287	0	
288288	585728	
289289	458752	
290290	1142784	
291291	1716224	
292292	2050048	
293293	2050048	
294294	503808	
295295	1568768	
296296	1927168	
297297	2050048	
298298	81920	
299299	1568768	
300300	1759232	
301301	2050048	
302302	249856	
303303	1320960	
304304	1390592	
305305	2050048	
306306	1914880	
307307	0	
308308	1863680	
309309	2050048	
310310	698368	
311311	462848	
312312	2050048	
313313	1808384	
314314	1982464	
315315	2050048	
316316	2050048	
317317	2050048	
318318	2050048	
319319	2050048	
320320	2050048	
321321	2050048	
322322	2050048	
323323	2050048	
324324	2050048	
325325	2050048	
326326	2050048	
327327	2050048	
328328	2050048	
329329	2050048	
330330	2050048	
331331	2050048	
332332	2050048	
333333	2050048	
334334	2050048	
335335	2050048	
336336	244032	
337337	0	
338338	0	
339339	688	
340340	624	
341341	720	
342342	704	
343343	0	
344344	16	
345345	0	
346346	0	
347347	560	
348348	2240	
349349	12560	
350350	0	
351351	411648	
352352	696320	
353353	0	
354354	0	
355355	585728	
356356	1089536	
357357	700416	
358358	110592	
359359	1157120	
360360	978944	
361361	958464	
362362	1523712	
363363	1861632	
364364	2050048	
365365	2050048	
366366	2050048	
367367	2050048	
368368	2050048	
369369	2050048	
370370	1921024	
371371	1800192	
372372	1230848	
373373	2050048	
374374	2050048	
375375	753664	
376376	1624064	
377377	2050048	
378378	2050048	
379379	1542144	
380380	2050048	
381381	2050048	
382382	2050048	
383383	2050048	
384384	2050048	
385385	2050048	
386386	2050048	
387387	2050048	
388388	2050048	
389389	2050048	
390390	2050048	
391391	2050048	
392392	2050048	
393393	2050048	
394394	2050048	
395395	2050048	
396396	2050048	
397397	2050048	
398398	2050048	
399399	2050048	
400400	2050048	
401401	2050048	
402402	2050048	
403403	2050048	
404404	1105920	
405405	1525760	
406406	1298432	
407407	1261568	
408408	466944	
409409	1712128	
410410	1585152	
411411	1560576	
412412	2002944	
413413	1130496	
414414	2041856	
415415	2050048	
416416	2050048	
417417	2050048	
418418	2050048	
419419	2050048	
420420	1531904	
421421	5184	
422422	64	
423423	560	
424424	128	
425425	1296	
426426	256	
427427	720	
428428	1760	
429429	480	
430430	16	
431431	0	
432432	0	
433433	864	
434434	0	
435435	240	
436436	5824	
437437	10000	
438438	0	
439439	0	
440440	544	
441441	112	
442442	432	
443443	0	
444444	0	
445445	0	
446446	1504	
447447	1107968	
448448	10912	
449449	296960	
450450	1464320	
451451	878592	
452452	657408	
453453	1710080	
454454	1880064	
455455	200704	
456456	2050048	
457457	1478656	
458458	743424	
459459	2050048	
460460	2054912	
461461	524288	
462462	1439744	
463463	1894400	
464464	940032	
465465	1898496	
466466	1134592	
467467	2050048	
468468	1773568	
469469	1748992	
470470	696320	
471471	1107968	
472472	2050048	
473473	1892352	
474474	554000	
475475	1122304	
476476	2050048	
477477	2050048	
478478	1544416	
479479	2076352	
480480	2050048	
481481	2050048	
482482	1299888	
483483	1458176	
484484	1949696	
485485	2011136	
486486	1939584	
487487	2050048	
488488	2050048	
489489	2050144	
490490	2050080	
491491	2050048	
492492	2050048	
493493	2050048	
494494	2050048	
495495	2050048	
496496	2050048	
497497	2050048	
498498	2050048	
499499	2050048	
500500	2050048	
501501	2050144	
502502	2050080	
503503	2050848	
504504	2050144	
505505	2050048	
506506	2050048	
507507	2050176	
508508	2050048	
509509	2050048	
510510	2050048	
511511	2051328	
512512	1902608	
513513	18128	
514514	13952	
515515	1113632	
516516	552960	
517517	0	
518518	0	
519519	684032	
520520	552960	
521521	528384	
522522	1163264	
523523	589824	
524524	974848	
525525	1404928	
526526	1681408	
527527	2050048	
528528	1540096	
529529	0	
530530	2029568	
531531	2050048	
532532	1245184	
533533	303104	
534534	2031616	
535535	2050048	
536536	1026048	
537537	0	
538538	1859584	
539539	2050048	
540540	1198080	
541541	0	
542542	1806336	
543543	2050048	
544544	202752	
545545	909312	
546546	2050048	
547547	2050048	
548548	1146880	
549549	1886208	
550550	2050048	
551551	2050048	
552552	2050048	
553553	2050048	
554554	2050048	
555555	2050048	
556556	2050048	
557557	2050048	
558558	2050048	
559559	2050048	
560560	2050048	
561561	2050048	
562562	2050048	
563563	2050048	
564564	2050048	
565565	2050048	
566566	2050048	
567567	2050048	
568568	2050048	
569569	2050048	
570570	2050048	
571571	278864	
572572	16	
573573	832	
574574	448	
575575	320	
576576	528	
577577	560	
578578	16	
579579	0	
580580	16	
581581	0	
582582	0	
583583	4720	
584584	10640	
585585	0	
586586	1341440	
587587	839680	
588588	0	
589589	149504	
