OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.attn.rn	344666	350751	6085	960	0	0	0	3174464	3158016	521686770747	518983730484	1040670501232	0	0.000000	
layer0.ffn.swish	278428	279505	1077	192	0	0	0	798720	798720	741615598885	741615598885	1483231197771	0	0.000000	
layer0.ffn.fc1	203188	278428	75240	52978	0	0	0	36774528	98560	488762998405	1309941520	490072939925	3221225472	3.711125	
layer0.attn.res	185709	197203	11494	192	0	0	0	6316032	3158016	549506873151	274753436575	824260309726	0	0.000000	
layer0.ffn.res	336456	344666	8210	192	0	0	0	6316032	3158016	769309622411	384654811205	1153964433617	0	0.000000	
layer0.attn.QKVgen	350751	404525	53774	43405	0	0	0	28369536	98560	527569754900	1832856027	529402610927	2415919104	3.397212	
layer0.attn.proj	168958	185709	16751	12168	0	0	0	8602752	98560	513566473643	5883827831	519450301474	805306368	4.039448	
layer0.ffn.fc2	279505	336456	56951	40813	0	0	0	34409088	98560	604187599866	1730610524	605918210391	3221225472	4.817289	
layer0.ffn.rn	197203	203188	5985	960	0	0	0	3174464	3158016	530403341687	527655137844	1058058479532	0	0.000000	
