OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.attn.QKVgen	1038	12055	11017	6023	0	0	0	6829376	32832	619894345103	2980121630	622874466733	402653184	4.080359	
layer0.attn.rn	0	1038	1038	640	0	0	0	536640	532480	516994219653	512986512524	1029980732177	0	0.000000	
