StartCycle	NumCalculations	
0	259072	
1001	1476608	
2002	552960	
3003	0	
4004	0	
5005	51200	
6006	1284096	
7007	0	
8008	1140736	
9009	133120	
10010	452608	
11011	1558528	
12012	1167360	
13013	2050048	
14014	2050048	
15015	2050048	
16016	2050048	
17017	2050048	
18018	2050048	
19019	2050048	
20020	2050048	
21021	496640	
22022	1414480	
23023	1550736	
24024	166288	
25025	0	
26026	3760	
27027	749568	
28028	0	
29029	323584	
30030	632768	
31031	0	
32032	0	
33033	160	
34034	18400	
35035	733184	
36036	2050048	
37037	2050048	
38038	2050048	
39039	2050048	
40040	2050048	
41041	2072080	
42042	2052560	
43043	2050144	
44044	2050080	
45045	141440	
46046	0	
47047	128	
48048	32	
49049	96	
50050	64	
51051	2880	
52052	96	
53053	32	
54054	0	
55055	96	
56056	32	
57057	0	
58058	0	
59059	79616	
60060	1624464	
61061	1776	
62062	700800	
63063	1719632	
64064	2021376	
65065	2003648	
66066	393280	
67067	9264	
68068	160	
69069	4960	
70070	0	
71071	0	
72072	1107968	
73073	960000	
74074	0	
75075	0	
76076	0	
77077	0	
78078	0	
79079	0	
80080	646688	
81081	2064512	
82082	2050048	
83083	280576	
84084	1863680	
85085	1605632	
86086	0	
87087	1968192	
88088	817216	
89089	2050112	
90090	2050112	
91091	2050176	
92092	2050080	
93093	2050144	
94094	2050144	
95095	2051744	
96096	682208	
97097	598944	
98098	804864	
99099	876544	
100100	591232	
101101	0	
102102	0	
103103	618496	
104104	0	
105105	1052672	
106106	2050048	
107107	1349632	
108108	0	
109109	1787904	
110110	2050048	
111111	651264	
112112	1531904	
113113	1107968	
114114	2050048	
115115	2050048	
116116	2050048	
117117	2050048	
118118	1632256	
119119	1024	
120120	5120	
121121	0	
122122	0	
123123	0	
124124	0	
125125	0	
126126	1855488	
127127	1222656	
128128	2027520	
129129	315392	
130130	1724416	
131131	2050048	
132132	2050048	
133133	2050048	
134134	2050048	
135135	2050048	
136136	2050048	
137137	2050048	
138138	1837056	
139139	1604944	
140140	400	
141141	1339792	
142142	1908736	
143143	1576624	
144144	2050048	
145145	55440	
146146	1376	
147147	14800	
148148	1501184	
149149	0	
150150	0	
151151	18560	
152152	67584	
153153	546816	
154154	1294336	
155155	1021952	
156156	0	
157157	552960	
158158	1421728	
159159	2065984	
160160	591936	
161161	925760	
162162	2050144	
163163	2050080	
164164	1847392	
165165	473120	
166166	1652864	
167167	1474560	
168168	1231152	
169169	2050640	
170170	2050176	
171171	2050048	
172172	2050048	
173173	2050048	
174174	473440	
175175	404256	
176176	933888	
177177	946176	
178178	5888	
179179	948224	
180180	1865728	
181181	776192	
182182	1316864	
183183	1740800	
184184	1007616	
185185	1101824	
186186	1574912	
187187	2050048	
188188	1880064	
189189	1155072	
190190	1755136	
191191	2029568	
192192	1564672	
193193	2050048	
194194	1361984	
195195	960	
196196	5040	
197197	669776	
198198	765952	
199199	0	
200200	0	
201201	2039808	
202202	2050048	
203203	1671168	
204204	862208	
205205	2050048	
206206	2050048	
207207	2050048	
208208	2025472	
209209	2050048	
210210	2050048	
211211	2050048	
212212	1640560	
213213	688	
214214	558816	
215215	1669120	
216216	1105232	
217217	1934896	
218218	1314032	
219219	8560	
220220	672	
221221	5120	
222222	0	
223223	0	
224224	7248	
225225	6576	
226226	1232896	
227227	333824	
228228	0	
229229	393216	
230230	1234944	
231231	1400832	
232232	38576	
233233	0	
234234	0	
235235	989184	
236236	1370112	
237237	1726464	
238238	2050048	
239239	2050144	
240240	1402944	
241241	1865824	
242242	2050080	
243243	2050144	
244244	2050144	
245245	2050080	
246246	2051184	
247247	2050768	
248248	1554576	
249249	256	
250250	688	
251251	64	
252252	1344	
253253	575488	
254254	1417216	
255255	0	
256256	0	
257257	0	
258258	0	
259259	0	
260260	862208	
261261	2050048	
262262	2050048	
263263	2050048	
264264	352256	
265265	1923072	
266266	2050048	
267267	1937408	
268268	2050048	
269269	2050048	
270270	2050048	
271271	1923088	
272272	832	
273273	290992	
274274	2011136	
275275	112640	
276276	1071104	
277277	2050048	
278278	1429504	
279279	1024	
280280	0	
281281	5120	
282282	0	
283283	1894400	
284284	0	
285285	0	
286286	0	
287287	0	
288288	0	
289289	536576	
290290	1941504	
291291	1894400	
292292	1748992	
293293	2050048	
294294	2050048	
295295	575488	
296296	686080	
297297	2050048	
298298	2050048	
299299	2050048	
300300	2050048	
301301	2050048	
302302	2050048	
303303	2050048	
304304	97280	
305305	0	
306306	1703936	
307307	190464	
308308	0	
309309	0	
310310	0	
311311	0	
312312	301056	
313313	372736	
314314	2050048	
315315	2050048	
316316	294912	
317317	2021376	
318318	2050048	
319319	2050048	
320320	1114112	
321321	1581056	
322322	2050048	
323323	2050048	
324324	2050048	
325325	1931280	
326326	976	
327327	32	
