StartCycle	ChannelID	MemoryReads	MemoryWrites	MemoryReadBandwidth	MemoryWriteBandwidth	PIMReads	PIMReadBandwidth	
224000	2	9472	0	9472000000	0	384	384000000	
225000	2	23296	0	23296000000	0	1728	1728000000	
226000	2	25984	512	25984000000	512000000	960	960000000	
227000	2	24896	192	24896000000	192000000	1536	1536000000	
228000	2	26368	0	26368000000	0	768	768000000	
229000	2	23104	192	23104000000	192000000	1536	1536000000	
230000	2	16128	2560	16128000000	2560000000	0	0	
231000	2	16640	10944	16640000000	10944000000	0	0	
232000	2	14528	3520	14528000000	3520000000	0	0	
233000	2	17664	16576	17664000000	16576000000	0	0	
234000	2	25216	0	25216000000	0	0	0	
235000	2	31488	0	31488000000	0	0	0	
236000	2	31872	0	31872000000	0	0	0	
237000	2	31488	0	31488000000	0	0	0	
238000	2	31936	0	31936000000	0	0	0	
239000	2	31488	0	31488000000	0	0	0	
240000	2	31872	0	31872000000	0	0	0	
241000	2	28992	0	28992000000	0	0	0	
242000	2	31808	2048	31808000000	2048000000	0	0	
243000	2	31424	896	31424000000	896000000	0	0	
244000	2	30272	1472	30272000000	1472000000	64	64000000	
245000	2	27072	0	27072000000	0	192	192000000	
246000	2	23424	576	23424000000	576000000	384	384000000	
247000	2	28224	0	28224000000	0	128	128000000	
248000	2	19520	0	19520000000	0	384	384000000	
249000	2	28224	0	28224000000	0	128	128000000	
250000	2	17280	0	17280000000	0	384	384000000	
251000	2	27200	0	27200000000	0	192	192000000	
252000	2	9792	64	9792000000	64000000	384	384000000	
253000	2	6528	0	6528000000	0	128	128000000	
254000	2	0	64	0	64000000	192	192000000	
255000	2	0	0	0	0	0	0	
256000	2	0	0	0	0	0	0	
257000	2	0	0	0	0	0	0	
258000	2	0	0	0	0	0	0	
259000	2	0	64	0	64000000	0	0	
260000	2	8192	4480	8192000000	4480000000	0	0	
261000	2	17152	3712	17152000000	3712000000	0	0	
262000	2	31616	0	31616000000	0	0	0	
263000	2	31360	512	31360000000	512000000	0	0	
264000	2	31872	0	31872000000	0	0	0	
265000	2	31424	0	31424000000	0	0	0	
266000	2	31936	0	31936000000	0	0	0	
267000	2	31296	0	31296000000	0	0	0	
268000	2	31808	0	31808000000	0	0	0	
269000	2	31488	0	31488000000	0	0	0	
270000	2	32000	0	32000000000	0	0	0	
271000	2	31488	0	31488000000	0	0	0	
272000	2	31872	0	31872000000	0	0	0	
273000	2	30272	0	30272000000	0	0	0	
274000	2	29376	0	29376000000	0	0	0	
275000	2	31744	0	31744000000	0	0	0	
276000	2	29888	0	29888000000	0	0	0	
277000	2	30912	512	30912000000	512000000	0	0	
278000	2	14976	0	14976000000	0	0	0	
279000	2	0	0	0	0	0	0	
280000	2	0	0	0	0	0	0	
281000	2	0	0	0	0	0	0	
282000	2	0	0	0	0	0	0	
283000	2	20096	6144	20096000000	6144000000	0	0	
284000	2	12672	9472	12672000000	9472000000	0	0	
285000	2	0	768	0	768000000	0	0	
