StartCycle	ChannelID	MemoryReads	MemoryWrites	MemoryReadBandwidth	MemoryWriteBandwidth	PIMReads	PIMReadBandwidth	
629000	18	12928	512	12928000000	512000000	0	0	
630000	18	24448	0	24448000000	0	0	0	
631000	18	26112	1536	26112000000	1536000000	0	0	
632000	18	29568	0	29568000000	0	0	0	
633000	18	29184	0	29184000000	0	0	0	
634000	18	14976	0	14976000000	0	0	0	
635000	18	0	0	0	0	0	0	
636000	18	0	0	0	0	0	0	
637000	18	0	0	0	0	0	0	
638000	18	4928	1536	4928000000	1536000000	0	0	
639000	18	31040	0	31040000000	0	0	0	
640000	18	31872	15872	31872000000	15872000000	0	0	
641000	18	30464	25024	30464000000	25024000000	0	0	
642000	18	0	8000	0	8000000000	0	0	
643000	18	13888	256	13888000000	256000000	0	0	
644000	18	31808	15872	31808000000	15872000000	0	0	
645000	18	3712	15616	3712000000	15616000000	0	0	
646000	18	15488	17664	15488000000	17664000000	0	0	
647000	18	31232	0	31232000000	0	0	0	
648000	18	31744	0	31744000000	0	0	0	
649000	18	27264	0	27264000000	0	0	0	
650000	18	31936	0	31936000000	0	0	0	
651000	18	18688	0	18688000000	0	0	0	
652000	18	31872	0	31872000000	0	0	0	
653000	18	31552	0	31552000000	0	0	0	
654000	18	31936	0	31936000000	0	0	0	
655000	18	20096	0	20096000000	0	0	0	
656000	18	31808	0	31808000000	0	0	0	
657000	18	31296	0	31296000000	0	0	0	
658000	18	31936	0	31936000000	0	0	0	
659000	18	31424	0	31424000000	0	0	0	
660000	18	31872	0	31872000000	0	0	0	
661000	18	31360	0	31360000000	0	0	0	
662000	18	31808	2560	31808000000	2560000000	0	0	
663000	18	31296	0	31296000000	0	0	0	
664000	18	31040	0	31040000000	0	0	0	
665000	18	17792	0	17792000000	0	0	0	
666000	18	0	0	0	0	0	0	
667000	18	0	0	0	0	0	0	
668000	18	0	0	0	0	0	0	
669000	18	0	0	0	0	0	0	
670000	18	0	0	0	0	0	0	
671000	18	0	0	0	0	0	0	
672000	18	0	0	0	0	0	0	
673000	18	0	0	0	0	0	0	
674000	18	0	0	0	0	0	0	
675000	18	0	0	0	0	0	0	
676000	18	0	0	0	0	0	0	
677000	18	0	0	0	0	0	0	
678000	18	0	0	0	0	0	0	
679000	18	0	0	0	0	0	0	
680000	18	0	0	0	0	0	0	
681000	18	0	512	0	512000000	0	0	
682000	18	24576	24576	24576000000	24576000000	0	0	
683000	18	25344	0	25344000000	0	0	0	
684000	18	23360	0	23360000000	0	0	0	
685000	18	31680	0	31680000000	0	0	0	
686000	18	26944	0	26944000000	0	0	0	
687000	18	31936	0	31936000000	0	0	0	
688000	18	31296	0	31296000000	0	0	0	
689000	18	28288	0	28288000000	0	0	0	
690000	18	21568	0	21568000000	0	0	0	
691000	18	29760	0	29760000000	0	0	0	
692000	18	31104	0	31104000000	0	0	0	
693000	18	31616	0	31616000000	0	0	0	
694000	18	31296	0	31296000000	0	0	0	
695000	18	31872	0	31872000000	0	0	0	
696000	18	31360	0	31360000000	0	0	0	
697000	18	31872	2560	31872000000	2560000000	0	0	
698000	18	31424	0	31424000000	0	0	0	
699000	18	31936	0	31936000000	0	0	0	
700000	18	30976	0	30976000000	0	0	0	
701000	18	15232	0	15232000000	0	0	0	
702000	18	0	0	0	0	0	0	
703000	18	0	0	0	0	0	0	
704000	18	0	0	0	0	0	0	
705000	18	0	0	0	0	0	0	
706000	18	0	0	0	0	0	0	
707000	18	0	0	0	0	0	0	
708000	18	0	0	0	0	0	0	
709000	18	0	0	0	0	0	0	
710000	18	0	0	0	0	0	0	
711000	18	0	0	0	0	0	0	
712000	18	0	0	0	0	0	0	
713000	18	0	0	0	0	0	0	
714000	18	0	512	0	512000000	0	0	
715000	18	27136	0	27136000000	0	0	0	
716000	18	31808	7424	31808000000	7424000000	0	0	
717000	18	31232	27584	31232000000	27584000000	0	0	
718000	18	8128	14144	8128000000	14144000000	0	0	
