StartCycle	ChannelID	MemoryReads	MemoryWrites	MemoryReadBandwidth	MemoryWriteBandwidth	PIMReads	PIMReadBandwidth	
540000	24	3072	7552	3072000000	7552000000	0	0	
541000	24	24640	0	24640000000	0	1536	1536000000	
542000	24	26048	0	26048000000	0	896	896000000	
543000	24	21632	1536	21632000000	1536000000	1792	1792000000	
544000	24	26176	1024	26176000000	1024000000	768	768000000	
545000	24	25024	0	25024000000	0	1536	1536000000	
546000	24	10624	0	10624000000	0	896	896000000	
547000	24	0	0	0	0	1408	1408000000	
548000	24	0	0	0	0	1152	1152000000	
549000	24	0	512	0	512000000	1152	1152000000	
550000	24	14528	0	14528000000	0	1216	1216000000	
551000	24	25472	9728	25472000000	9728000000	1088	1088000000	
552000	24	25664	256	25664000000	256000000	1152	1152000000	
553000	24	25344	16896	25344000000	16896000000	1152	1152000000	
554000	24	7296	21504	7296000000	21504000000	256	256000000	
555000	24	11264	4352	11264000000	4352000000	512	512000000	
556000	24	20416	896	20416000000	896000000	1344	1344000000	
557000	24	12288	10752	12288000000	10752000000	576	576000000	
558000	24	5440	10304	5440000000	10304000000	1152	1152000000	
559000	24	0	25216	0	25216000000	128	128000000	
560000	24	16000	0	16000000000	0	1600	1600000000	
561000	24	22720	64	22720000000	64000000	960	960000000	
562000	24	21632	0	21632000000	0	1728	1728000000	
563000	24	27456	1856	27456000000	1856000000	704	704000000	
564000	24	29312	0	29312000000	0	640	640000000	
565000	24	28928	0	28928000000	0	0	0	
566000	24	31872	0	31872000000	0	0	0	
567000	24	19584	384	19584000000	384000000	0	0	
568000	24	28352	0	28352000000	0	0	0	
569000	24	31360	0	31360000000	0	0	0	
570000	24	31936	0	31936000000	0	0	0	
571000	24	31360	0	31360000000	0	0	0	
572000	24	31872	0	31872000000	0	0	0	
573000	24	31552	0	31552000000	0	0	0	
574000	24	31808	1344	31808000000	1344000000	0	0	
575000	24	31360	1216	31360000000	1216000000	0	0	
576000	24	31872	256	31872000000	256000000	0	0	
577000	24	31424	0	31424000000	0	0	0	
578000	24	31936	0	31936000000	0	0	0	
579000	24	31168	0	31168000000	0	0	0	
580000	24	0	0	0	0	0	0	
581000	24	0	0	0	0	0	0	
582000	24	0	0	0	0	0	0	
583000	24	0	0	0	0	0	0	
584000	24	0	0	0	0	0	0	
585000	24	0	0	0	0	0	0	
586000	24	0	11008	0	11008000000	0	0	
587000	24	0	4992	0	4992000000	0	0	
588000	24	0	0	0	0	0	0	
589000	24	0	384	0	384000000	0	0	
590000	24	0	0	0	0	0	0	
591000	24	0	0	0	0	0	0	
592000	24	0	0	0	0	0	0	
593000	24	0	0	0	0	0	0	
594000	24	0	0	0	0	0	0	
595000	24	0	0	0	0	0	0	
596000	24	0	0	0	0	0	0	
597000	24	0	512	0	512000000	0	0	
598000	24	20992	16640	20992000000	16640000000	0	0	
