OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.attn.rn	33058	34952	1894	320	0	0	0	1069120	1052672	564477296726	555793030623	1120270327349	0	0.000000	
layer0.attn.QKVgen	34952	71022	36070	23727	0	0	0	26267968	16448	728249736623	456002217	728705738841	805306368	2.071564	
