StartCycle	ChannelID	MemoryReads	MemoryWrites	MemoryReadBandwidth	MemoryWriteBandwidth	PIMReads	PIMReadBandwidth	
198000	0	0	0	0	0	0	0	
199000	0	23552	0	23552000000	0	1024	1024000000	
200000	0	25856	0	25856000000	0	768	768000000	
201000	0	24768	0	24768000000	0	1024	1024000000	
202000	0	25984	64	25984000000	64000000	768	768000000	
203000	0	24640	512	24640000000	512000000	1024	1024000000	
204000	0	26816	64	26816000000	64000000	768	768000000	
205000	0	31936	0	31936000000	0	0	0	
206000	0	30848	576	30848000000	576000000	0	0	
207000	0	31936	0	31936000000	0	0	0	
208000	0	17856	0	17856000000	0	0	0	
209000	0	0	576	0	576000000	0	0	
210000	0	5376	0	5376000000	0	0	0	
211000	0	27584	5120	27584000000	5120000000	192	192000000	
212000	0	27136	8768	27136000000	8768000000	192	192000000	
213000	0	5440	0	5440000000	0	256	256000000	
214000	0	0	20992	0	20992000000	128	128000000	
215000	0	19968	6592	19968000000	6592000000	384	384000000	
216000	0	10112	6848	10112000000	6848000000	192	192000000	
217000	0	11712	19456	11712000000	19456000000	192	192000000	
218000	0	19456	0	19456000000	0	0	0	
219000	0	31808	704	31808000000	704000000	0	0	
220000	0	30976	0	30976000000	0	0	0	
221000	0	31808	0	31808000000	0	0	0	
222000	0	31488	0	31488000000	0	0	0	
223000	0	27904	0	27904000000	0	0	0	
224000	0	29248	0	29248000000	0	0	0	
225000	0	31744	0	31744000000	0	0	0	
226000	0	31552	0	31552000000	0	0	0	
227000	0	31872	0	31872000000	0	0	0	
228000	0	24896	0	24896000000	0	0	0	
229000	0	31616	0	31616000000	0	0	0	
230000	0	31424	0	31424000000	0	0	0	
231000	0	31936	0	31936000000	0	0	0	
232000	0	31424	0	31424000000	0	0	0	
233000	0	31872	0	31872000000	0	0	0	
234000	0	31424	0	31424000000	0	0	0	
235000	0	31488	0	31488000000	0	0	0	
236000	0	31808	0	31808000000	0	0	0	
237000	0	31360	0	31360000000	0	0	0	
238000	0	31872	0	31872000000	0	0	0	
239000	0	31424	0	31424000000	0	0	0	
240000	0	31872	0	31872000000	0	0	0	
241000	0	31424	0	31424000000	0	0	0	
242000	0	31872	0	31872000000	0	0	0	
243000	0	31360	0	31360000000	0	0	0	
244000	0	31872	0	31872000000	0	0	0	
245000	0	31424	0	31424000000	0	0	0	
246000	0	31808	0	31808000000	0	0	0	
247000	0	31424	0	31424000000	0	0	0	
248000	0	31936	0	31936000000	0	0	0	
249000	0	31424	0	31424000000	0	0	0	
250000	0	32000	512	32000000000	512000000	0	0	
251000	0	31360	0	31360000000	0	0	0	
252000	0	22656	0	22656000000	0	0	0	
253000	0	0	0	0	0	0	0	
254000	0	0	0	0	0	0	0	
255000	0	0	0	0	0	0	0	
256000	0	0	0	0	0	0	0	
257000	0	0	0	0	0	0	0	
258000	0	12608	8192	12608000000	8192000000	0	0	
259000	0	30272	0	30272000000	0	0	0	
260000	0	32000	0	32000000000	0	0	0	
261000	0	31424	0	31424000000	0	0	0	
262000	0	31936	0	31936000000	0	0	0	
263000	0	31232	0	31232000000	0	0	0	
264000	0	31936	0	31936000000	0	0	0	
265000	0	23040	0	23040000000	0	0	0	
266000	0	28032	0	28032000000	0	0	0	
267000	0	31296	0	31296000000	0	0	0	
268000	0	31872	0	31872000000	0	0	0	
269000	0	31360	0	31360000000	0	0	0	
270000	0	31872	0	31872000000	0	0	0	
271000	0	31552	0	31552000000	0	0	0	
272000	0	31872	0	31872000000	0	0	0	
273000	0	31424	0	31424000000	0	0	0	
274000	0	31424	0	31424000000	0	0	0	
275000	0	31872	0	31872000000	0	0	0	
276000	0	31424	0	31424000000	0	0	0	
277000	0	31872	0	31872000000	0	0	0	
278000	0	31360	0	31360000000	0	0	0	
279000	0	31872	0	31872000000	0	0	0	
280000	0	31360	0	31360000000	0	0	0	
281000	0	31872	0	31872000000	0	0	0	
282000	0	31360	0	31360000000	0	0	0	
283000	0	31808	0	31808000000	0	0	0	
284000	0	31360	0	31360000000	0	0	0	
285000	0	32000	0	32000000000	0	0	0	
286000	0	31552	0	31552000000	0	0	0	
287000	0	31808	512	31808000000	512000000	0	0	
288000	0	31488	0	31488000000	0	0	0	
289000	0	31936	0	31936000000	0	0	0	
290000	0	31552	0	31552000000	0	0	0	
291000	0	31872	0	31872000000	0	0	0	
292000	0	21440	0	21440000000	0	0	0	
293000	0	0	0	0	0	0	0	
294000	0	0	0	0	0	0	0	
295000	0	28672	0	28672000000	0	0	0	
296000	0	31360	18944	31360000000	18944000000	0	0	
297000	0	12096	13824	12096000000	13824000000	0	0	
298000	0	16448	0	16448000000	0	0	0	
299000	0	13312	32768	13312000000	32768000000	0	0	
300000	0	24832	0	24832000000	0	0	0	
301000	0	31872	0	31872000000	0	0	0	
302000	0	23168	0	23168000000	0	0	0	
