StartCycle	ChannelID	MemoryReads	MemoryWrites	MemoryReadBandwidth	MemoryWriteBandwidth	PIMReads	PIMReadBandwidth	
0	15	30720	26112	30720000000	26112000000	0	0	
1000	15	7744	6656	7744000000	6656000000	0	0	
2000	15	23104	0	23104000000	0	0	0	
3000	15	31552	0	31552000000	0	0	0	
4000	15	31680	0	31680000000	0	0	0	
5000	15	31232	0	31232000000	0	0	0	
6000	15	31936	0	31936000000	0	0	0	
7000	15	31360	0	31360000000	0	0	0	
8000	15	31808	0	31808000000	0	0	0	
9000	15	28096	0	28096000000	0	0	0	
10000	15	31552	0	31552000000	0	0	0	
11000	15	30720	0	30720000000	0	0	0	
12000	15	31744	1024	31744000000	1024000000	0	0	
13000	15	31488	0	31488000000	0	0	0	
14000	15	31680	0	31680000000	0	0	0	
15000	15	20160	0	20160000000	0	0	0	
16000	15	2432	0	2432000000	0	0	0	
17000	15	0	0	0	0	0	0	
18000	15	0	0	0	0	0	0	
19000	15	0	0	0	0	0	0	
20000	15	0	0	0	0	0	0	
21000	15	0	0	0	0	0	0	
