OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.ffn.fc2	242944	279903	36959	20859	0	0	0	33752384	8256	913238561649	223382667	913461944316	536870912	1.570929	
layer0.ffn.swish	242764	242944	180	32	0	0	0	133120	133120	739555555555	739555555555	1479111111111	0	0.000000	
layer0.attn.QKVgen	282675	311405	28730	22139	0	0	0	25743680	8256	896055690915	287365123	896343056038	402653184	1.110077	
layer0.ffn.fc1	204457	242764	38307	26235	0	0	0	34148672	8256	891447307280	215521967	891662829247	536870912	1.249018	
layer0.ffn.res	279903	281586	1683	32	0	0	0	1052672	526336	625473559120	312736779560	938210338680	0	0.000000	
layer0.attn.res	201373	202824	1451	32	0	0	0	1052672	526336	725480358373	362740179186	1088220537560	0	0.000000	
layer0.ffn.rn	202824	204457	1633	160	0	0	0	542784	526336	332384568279	322312308634	654696876913	0	0.000000	
layer0.attn.rn	281586	282675	1089	160	0	0	0	542784	526336	498424242424	483320477502	981744719926	0	0.000000	
layer0.attn.proj	190098	201373	11275	6719	0	0	0	8438336	8256	748411175166	732239467	749143414634	134217728	1.219229	
