StartCycle	NumCalculations	
0	2480	
1001	1671248	
2002	1529856	
3003	126976	
4004	2050048	
5005	1748992	
6006	0	
7007	348160	
8008	2050048	
9009	2050048	
10010	1771520	
11011	526336	
12012	2050048	
13013	2050048	
14014	2050048	
15015	786432	
16016	2000896	
17017	2050048	
18018	1644544	
19019	886784	
20020	2050048	
21021	2050048	
22022	1857536	
23023	2002944	
24024	2050048	
25025	2050048	
26026	2050048	
27027	2050048	
28028	2050048	
29029	391440	
30030	788720	
31031	319488	
32032	0	
33033	1519616	
34034	1650688	
35035	1248576	
36036	2050048	
37037	1972224	
38038	1495040	
39039	1937376	
40040	2050048	
41041	1899120	
42042	2048000	
43043	1142912	
44044	96288	
45045	2050272	
46046	307232	
47047	1120	
48048	75776	
49049	2050048	
50050	2050048	
51051	2050048	
52052	1685504	
53053	2050048	
54054	942080	
55055	0	
56056	0	
57057	729088	
58058	722944	
59059	2050048	
60060	2050048	
61061	2050048	
62062	2050048	
63063	2050048	
64064	2050048	
65065	1837056	
66066	1435648	
67067	544	
68068	1122304	
69069	54976	
70070	1429504	
71071	862208	
72072	1726464	
73073	1768288	
74074	1490944	
75075	977024	
76076	2050080	
77077	1375376	
78078	448	
79079	1536	
80080	723984	
81081	843776	
82082	0	
83083	1153024	
84084	20480	
85085	0	
86086	0	
87087	0	
88088	552960	
89089	1757184	
90090	1744896	
91091	1988608	
92092	1398784	
93093	2050048	
94094	2050048	
95095	2050048	
96096	1988608	
97097	696320	
98098	2050048	
99099	2050048	
100100	765952	
101101	1275904	
102102	2050048	
103103	2050048	
104104	878592	
105105	729088	
106106	2050048	
107107	2050048	
108108	473088	
109109	1536000	
110110	2050048	
111111	2050048	
112112	847872	
113113	1753088	
114114	2050048	
115115	2050048	
116116	2050048	
117117	2050048	
118118	2050048	
119119	1427968	
120120	0	
121121	1609728	
122122	350208	
123123	0	
124124	0	
125125	0	
126126	0	
127127	0	
128128	1546240	
129129	2050048	
130130	2050048	
131131	1886208	
132132	700416	
133133	2050048	
134134	1697792	
135135	0	
136136	1024000	
137137	2050048	
138138	2033664	
139139	0	
140140	1056768	
141141	2050048	
142142	1570816	
143143	0	
144144	1574912	
145145	2050048	
146146	1515520	
147147	0	
148148	1507328	
149149	2050048	
150150	2013184	
151151	90112	
152152	1564672	
153153	2050048	
154154	2050048	
155155	2050048	
156156	997584	
157157	288	
158158	23056	
159159	1742848	
160160	0	
161161	0	
162162	0	
163163	0	
164164	1236992	
165165	0	
166166	552960	
167167	0	
168168	2029568	
169169	2050048	
170170	2050048	
171171	2050048	
172172	2050048	
173173	1327104	
174174	2050048	
175175	2050048	
176176	1964032	
177177	878592	
178178	2050048	
179179	2050048	
180180	1009664	
181181	1447936	
182182	2050048	
183183	2050048	
184184	2050048	
185185	2050048	
186186	2050048	
187187	2050048	
188188	2050048	
189189	1859584	
190190	1820672	
191191	1699840	
192192	0	
193193	815104	
194194	0	
195195	603456	
196196	1564672	
197197	1890304	
198198	919552	
199199	2056160	
200200	2050048	
201201	360896	
202202	368	
203203	1648	
204204	1040	
205205	96	
206206	266400	
207207	1792032	
208208	544	
209209	576	
210210	552960	
211211	0	
212212	0	
213213	1171456	
214214	1290240	
215215	2050048	
216216	1785856	
217217	2050048	
218218	2050048	
219219	2050048	
220220	217088	
221221	782336	
222222	2050048	
223223	2050048	
224224	2050048	
225225	2050048	
226226	2050048	
227227	2050048	
228228	2050048	
229229	296960	
230230	1712128	
231231	2050048	
232232	2050048	
233233	671744	
234234	1808384	
235235	2050048	
236236	2050048	
237237	1363968	
238238	2050048	
239239	2050048	
240240	2050048	
241241	2050048	
242242	1067520	
243243	350208	
244244	1576960	
245245	0	
246246	0	
247247	0	
248248	0	
249249	0	
250250	552960	
251251	1359872	
252252	2050048	
253253	2050048	
254254	827392	
255255	1531904	
256256	2050048	
257257	575488	
258258	0	
259259	1703936	
260260	2050048	
261261	1288192	
262262	0	
263263	1918976	
264264	2050048	
265265	1204224	
266266	0	
267267	1470464	
268268	2050048	
269269	960512	
270270	69632	
271271	2050048	
272272	2050048	
273273	970752	
274274	481280	
275275	2050048	
276276	2050048	
277277	2050048	
278278	2050048	
279279	1276016	
280280	384	
281281	2496	
282282	948304	
283283	1437696	
284284	0	
285285	0	
286286	655360	
287287	2050048	
288288	2050048	
289289	778240	
290290	1447936	
291291	2050048	
292292	2050048	
293293	1361920	
294294	1419264	
295295	2050048	
296296	2050048	
297297	894976	
298298	1656832	
299299	2050048	
300300	2050048	
301301	264192	
302302	1880064	
303303	2050048	
304304	2050048	
305305	1654784	
306306	2050048	
307307	2050048	
308308	2050048	
309309	2050048	
310310	2050048	
311311	1705984	
312312	961056	
313313	552960	
314314	1275584	
315315	651264	
316316	1148928	
317317	2045952	
318318	1899376	
319319	1949696	
320320	1742976	
321321	2050048	
322322	60544	
323323	512	
324324	2560	
325325	829440	
326326	475136	
327327	782336	
328328	0	
329329	0	
330330	0	
331331	1058816	
332332	100352	
333333	1431552	
334334	1716224	
335335	1994752	
336336	2050048	
337337	1624064	
338338	2015232	
339339	2050048	
340340	2050048	
341341	2050048	
342342	321536	
343343	1853440	
344344	2050048	
345345	1511424	
