OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.attn.rn	60554	70700	10146	1280	0	0	0	4227136	4210688	416630790459	415009658978	831640449438	0	0.000000	
layer0.attn.QKVgen	70700	131017	60317	44532	0	0	0	29418112	131328	487725052638	2177296616	489902349254	3221225472	4.414982	
