OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.attn.QKVgen	335	11275	10940	6277	0	0	0	6567232	16448	600295429616	1503473491	601798903107	201326592	1.957623	
layer0.attn.rn	0	335	335	320	0	0	0	270400	266240	807164179104	794746268656	1601910447761	0	0.000000	
