OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.attn.rn	0	2946	2946	960	0	0	0	1593408	1585152	540871690427	538069246435	1078940936863	0	0.000000	
layer0.attn.QKVgen	2946	32388	29442	21377	0	0	0	14185088	98560	481797703960	3347598668	485145302628	1207959552	3.448940	
