StartCycle	ChannelID	MemoryReads	MemoryWrites	MemoryReadBandwidth	MemoryWriteBandwidth	PIMReads	PIMReadBandwidth	
0	1	30784	17280	30784000000	17280000000	0	0	
1000	1	17856	30848	17856000000	30848000000	0	0	
2000	1	768	1024	768000000	1024000000	0	0	
3000	1	30464	0	30464000000	0	0	0	
4000	1	31680	0	31680000000	0	0	0	
5000	1	31232	0	31232000000	0	0	0	
6000	1	27456	0	27456000000	0	0	0	
7000	1	29312	0	29312000000	0	0	0	
8000	1	29696	0	29696000000	0	0	0	
9000	1	31360	0	31360000000	0	0	0	
10000	1	31936	0	31936000000	0	0	0	
11000	1	31360	0	31360000000	0	0	0	
12000	1	31808	0	31808000000	0	0	0	
13000	1	28544	0	28544000000	0	0	0	
14000	1	31680	0	31680000000	0	0	0	
15000	1	31232	2560	31232000000	2560000000	0	0	
16000	1	31936	0	31936000000	0	0	0	
17000	1	12736	0	12736000000	0	0	0	
18000	1	0	0	0	0	0	0	
19000	1	0	0	0	0	0	0	
20000	1	0	0	0	0	0	0	
21000	1	0	0	0	0	0	0	
22000	1	0	0	0	0	0	0	
23000	1	0	0	0	0	0	0	
24000	1	0	0	0	0	0	0	
25000	1	0	0	0	0	0	0	
26000	1	0	0	0	0	0	0	
27000	1	0	0	0	0	0	0	
28000	1	0	0	0	0	0	0	
29000	1	0	0	0	0	0	0	
30000	1	0	0	0	0	0	0	
31000	1	0	0	0	0	0	0	
32000	1	0	512	0	512000000	0	0	
