StartCycle	NumCalculations	
0	8160	
1001	6880	
2002	320	
3003	1775616	
4004	20480	
5005	0	
6006	552960	
7007	0	
8008	1513472	
9009	571392	
10010	0	
11011	0	
12012	552960	
13013	1165312	
14014	2050048	
15015	2050048	
16016	2050048	
17017	2050048	
18018	2050048	
19019	2050048	
20020	2050048	
21021	2050048	
22022	2050048	
23023	2050048	
24024	2050048	
25025	2050048	
26026	2050048	
27027	2050048	
28028	2050048	
29029	2050048	
30030	2050048	
31031	2050048	
32032	729600	
33033	3280	
34034	9440	
35035	80	
36036	0	
37037	2560	
38038	960	
39039	960	
40040	960	
41041	400	
42042	1128592	
43043	1362880	
44044	78592	
45045	1087536	
46046	751280	
47047	2050048	
48048	1720320	
49049	0	
50050	1513472	
51051	2050048	
52052	2050048	
53053	2048000	
54054	2050048	
55055	2050048	
56056	2050048	
57057	2050048	
58058	2050048	
59059	2050048	
60060	2050048	
61061	2050048	
62062	2050048	
63063	2050048	
64064	2050048	
65065	2050048	
66066	2050048	
67067	2050048	
68068	458752	
69069	0	
70070	0	
71071	0	
72072	0	
73073	555008	
74074	749968	
75075	684832	
76076	1886800	
77077	1420480	
78078	2098032	
79079	2055888	
80080	2050048	
81081	2050048	
82082	165904	
83083	48	
84084	224	
85085	0	
86086	1024	
87087	1040	
88088	0	
89089	0	
90090	0	
91091	0	
92092	0	
93093	0	
94094	0	
95095	0	
96096	0	
97097	0	
98098	720	
99099	880	
100100	7040	
101101	0	
102102	0	
103103	7440	
104104	972800	
105105	1325056	
106106	491520	
107107	858112	
108108	0	
109109	0	
110110	0	
111111	1075200	
112112	585728	
113113	585728	
114114	661504	
115115	2050048	
116116	1193984	
117117	2050048	
118118	2050048	
119119	1685504	
120120	233472	
121121	2050048	
122122	2050048	
123123	2050048	
124124	2050048	
125125	2050048	
126126	2050048	
127127	2050048	
128128	2050048	
129129	2050048	
130130	2050048	
131131	2050048	
132132	2050048	
133133	2050048	
134134	2050048	
135135	2050048	
136136	2050048	
137137	2050048	
138138	2050048	
139139	2050048	
140140	68608	
141141	1304576	
142142	684032	
143143	0	
144144	0	
145145	0	
146146	0	
147147	0	
148148	0	
149149	0	
150150	1550336	
151151	2050048	
152152	1208320	
153153	0	
154154	2015232	
155155	2050048	
156156	1435648	
157157	0	
158158	1986560	
159159	2050048	
160160	2050048	
161161	2050048	
162162	2050048	
163163	2050048	
164164	2050048	
165165	2050048	
166166	2050048	
167167	2050048	
168168	2050048	
169169	2050048	
170170	2050048	
171171	2050048	
172172	2050048	
173173	1323216	
174174	640	
175175	1056	
176176	1120	
177177	528	
178178	3520	
179179	1920	
180180	9440	
181181	925696	
182182	411648	
183183	618496	
184184	0	
185185	114688	
186186	1677312	
187187	0	
188188	0	
189189	552960	
190190	1990656	
191191	1947648	
192192	2050048	
193193	1830912	
194194	86016	
195195	2050048	
196196	2050048	
197197	2050048	
198198	2050048	
199199	2050048	
200200	2050048	
201201	2050048	
202202	2050048	
203203	2050048	
204204	2050048	
205205	2050048	
206206	2050048	
207207	2050048	
208208	2050048	
209209	2050048	
210210	2050048	
211211	1671168	
212212	718848	
213213	0	
214214	1427296	
215215	1053968	
216216	2050384	
217217	2051792	
218218	2050624	
219219	2065488	
220220	156096	
221221	76144	
222222	1584	
223223	24416	
224224	16	
225225	0	
226226	1760	
227227	6080	
228228	0	
229229	7520	
230230	593920	
231231	677888	
232232	618496	
233233	1089536	
234234	323584	
235235	311296	
236236	0	
237237	552960	
238238	0	
239239	598016	
240240	686080	
241241	962560	
242242	780288	
243243	1642496	
244244	1665024	
245245	1601536	
246246	210944	
247247	864256	
248248	0	
249249	1417216	
250250	2050048	
251251	1181696	
252252	1918976	
253253	2050048	
254254	2050048	
255255	2050048	
256256	2050048	
257257	2050048	
258258	2050048	
259259	2050048	
260260	2050048	
261261	2050048	
262262	2050048	
263263	2050048	
264264	2050048	
265265	2050048	
266266	2050048	
267267	2050048	
268268	2050048	
269269	2050048	
270270	2050048	
271271	271344	
272272	1142800	
273273	649216	
274274	0	
275275	585728	
276276	0	
277277	917504	
278278	253952	
279279	251904	
280280	301056	
281281	684032	
282282	624640	
283283	2050048	
284284	888832	
285285	1816576	
286286	2050048	
287287	2050048	
288288	2050048	
289289	1236992	
290290	1546240	
291291	2050048	
292292	2050048	
293293	2050048	
294294	2050048	
295295	2050048	
296296	2050048	
297297	2050048	
298298	2050048	
299299	2050048	
300300	2050048	
301301	2050048	
302302	2050048	
303303	2050048	
304304	1159504	
305305	512	
306306	352	
307307	1824	
308308	32	
309309	3296	
310310	1920	
311311	10160	
312312	1366016	
313313	360448	
314314	618496	
315315	0	
316316	0	
317317	0	
318318	1331200	
319319	995328	
320320	665600	
321321	849920	
322322	1071104	
323323	1767424	
324324	2050048	
325325	870400	
326326	1669120	
327327	2050048	
328328	2050048	
329329	2050048	
330330	2050048	
331331	2050048	
332332	2050048	
333333	2050048	
334334	2050048	
335335	2050048	
336336	2050048	
337337	2050048	
338338	2050048	
339339	2050048	
340340	2050048	
341341	2050048	
342342	2015232	
343343	1304976	
344344	1008416	
345345	492320	
346346	748528	
347347	2103872	
348348	2050048	
349349	2050048	
350350	2050048	
351351	868432	
352352	288	
353353	32	
354354	16	
355355	1024	
356356	1008	
357357	624	
358358	0	
359359	0	
360360	0	
361361	0	
362362	0	
363363	0	
364364	0	
365365	0	
366366	0	
367367	0	
368368	0	
369369	0	
370370	0	
371371	0	
372372	0	
373373	0	
374374	4000	
375375	11360	
376376	0	
377377	0	
378378	0	
379379	0	
380380	0	
381381	350208	
382382	757760	
383383	585728	
384384	679936	
385385	1077248	
386386	600064	
387387	1361920	
388388	1245184	
389389	2050048	
390390	1761280	
391391	1562624	
392392	1748992	
393393	2050048	
394394	2050048	
395395	2050048	
396396	2050048	
397397	2050048	
398398	2050048	
399399	2050048	
400400	2050048	
401401	2050048	
402402	2050048	
403403	2050048	
404404	2050048	
405405	2050048	
406406	2050048	
407407	2050048	
408408	2050048	
409409	2050048	
410410	2050048	
411411	2050048	
412412	1291472	
413413	329520	
414414	1562624	
415415	1001472	
416416	169984	
417417	0	
418418	0	
419419	0	
420420	0	
421421	6144	
422422	1734656	
423423	114688	
424424	1665024	
425425	1157120	
426426	2050048	
427427	2050048	
428428	2050048	
429429	784384	
430430	667648	
431431	2050048	
432432	2050048	
433433	2050048	
434434	2050048	
435435	2050048	
436436	2050048	
437437	2050048	
438438	2050048	
439439	2050048	
440440	2050048	
441441	2050048	
442442	2050048	
443443	2050048	
444444	2050048	
445445	2050048	
446446	297376	
447447	48	
448448	912	
449449	1696	
450450	339968	
451451	1128448	
452452	0	
453453	1269760	
454454	618496	
455455	1818624	
456456	2050048	
457457	2050048	
458458	2050048	
459459	2050048	
460460	262816	
461461	32	
462462	1664	
463463	688	
464464	496	
465465	6320	
466466	8560	
467467	0	
468468	0	
469469	0	
470470	0	
471471	481280	
472472	888832	
473473	622592	
474474	61440	
475475	188416	
476476	1800192	
477477	0	
478478	1099776	
479479	2050048	
480480	2050048	
481481	2050048	
482482	479232	
483483	1638400	
484484	2050048	
485485	2050048	
486486	2050048	
487487	2050048	
488488	2050048	
489489	2050048	
490490	2050048	
491491	2050048	
492492	2050048	
493493	2050048	
494494	2050048	
495495	2050048	
496496	2050048	
497497	2050048	
498498	2050048	
499499	2050048	
500500	2050048	
501501	2050048	
502502	1630208	
503503	3072	
504504	0	
505505	0	
506506	0	
507507	0	
508508	0	
509509	1024000	
510510	870400	
511511	0	
512512	278528	
513513	1947648	
514514	2050048	
515515	2050048	
516516	2050048	
517517	2050048	
518518	1830912	
519519	2050048	
520520	1503232	
521521	1007616	
522522	2050048	
523523	2050048	
524524	2050048	
