OpName	StartCycle	EndCycle	TotalCycle	ComputeCycles	MemoryStalls	WeightLoadCycles	SystolicMemoryStalls	MemoryReads	MemoryWrites	ReadBandwidth	WriteBandwidth	TotalMemoryBandwidth	NumCalculation	NpuUtilization	
layer0.attn.QKVgen	6098	60554	54456	42643	0	0	0	29418112	131328	540218010871	2411635081	542629645952	3221225472	4.610557	
layer0.attn.rn	0	6098	6098	1280	0	0	0	4227136	4210688	693200393571	690503115775	1383703509347	0	0.000000	
