StartCycle	ChannelID	MemoryReads	MemoryWrites	MemoryReadBandwidth	MemoryWriteBandwidth	PIMReads	PIMReadBandwidth	
59000	27	16896	512	16896000000	512000000	768	768000000	
60000	27	27904	12736	27904000000	12736000000	512	512000000	
61000	27	22912	15936	22912000000	15936000000	1280	1280000000	
62000	27	27840	30848	27840000000	30848000000	512	512000000	
63000	27	3264	38272	3264000000	38272000000	448	448000000	
64000	27	0	0	0	0	64	64000000	
65000	27	1024	512	1024000000	512000000	192	192000000	
66000	27	6592	0	6592000000	0	448	448000000	
67000	27	22784	0	22784000000	0	1344	1344000000	
68000	27	24000	0	24000000000	0	576	576000000	
69000	27	24192	0	24192000000	0	1280	1280000000	
70000	27	26816	0	26816000000	0	512	512000000	
71000	27	24192	0	24192000000	0	1280	1280000000	
72000	27	22592	0	22592000000	0	640	640000000	
73000	27	24128	0	24128000000	0	1152	1152000000	
74000	27	25728	0	25728000000	0	768	768000000	
75000	27	25280	0	25280000000	0	1024	1024000000	
76000	27	11328	0	11328000000	0	768	768000000	
77000	27	24896	0	24896000000	0	1024	1024000000	
78000	27	24896	0	24896000000	0	768	768000000	
79000	27	25088	0	25088000000	0	1024	1024000000	
80000	27	25664	0	25664000000	0	896	896000000	
81000	27	24768	0	24768000000	0	896	896000000	
82000	27	25408	0	25408000000	0	1024	1024000000	
83000	27	25536	0	25536000000	0	768	768000000	
84000	27	26496	640	26496000000	640000000	832	832000000	
85000	27	24448	64	24448000000	64000000	960	960000000	
86000	27	31296	0	31296000000	0	256	256000000	
87000	27	30976	0	30976000000	0	0	0	
88000	27	32000	1856	32000000000	1856000000	0	0	
89000	27	30976	0	30976000000	0	0	0	
90000	27	31744	2880	31744000000	2880000000	0	0	
91000	27	31424	64	31424000000	64000000	0	0	
92000	27	32000	0	32000000000	0	0	0	
93000	27	31488	2560	31488000000	2560000000	0	0	
94000	27	31808	0	31808000000	0	0	0	
95000	27	31168	6144	31168000000	6144000000	0	0	
96000	27	21376	0	21376000000	0	384	384000000	
97000	27	16064	64	16064000000	64000000	192	192000000	
98000	27	16256	0	16256000000	0	384	384000000	
99000	27	27072	64	27072000000	64000000	192	192000000	
100000	27	18624	64	18624000000	64000000	384	384000000	
101000	27	4608	0	4608000000	0	192	192000000	
102000	27	0	64	0	64000000	320	320000000	
103000	27	0	0	0	0	256	256000000	
104000	27	0	0	0	0	384	384000000	
105000	27	0	0	0	0	192	192000000	
106000	27	0	0	0	0	384	384000000	
107000	27	0	64	0	64000000	256	256000000	
108000	27	0	0	0	0	320	320000000	
109000	27	0	320	0	320000000	256	256000000	
110000	27	0	0	0	0	384	384000000	
111000	27	0	1152	0	1152000000	128	128000000	
112000	27	0	1920	0	1920000000	0	0	
113000	27	0	0	0	0	0	0	
114000	27	0	0	0	0	0	0	
115000	27	0	0	0	0	0	0	
116000	27	0	0	0	0	0	0	
117000	27	0	0	0	0	0	0	
118000	27	0	0	0	0	0	0	
119000	27	0	0	0	0	0	0	
120000	27	0	0	0	0	0	0	
121000	27	0	0	0	0	0	0	
122000	27	0	0	0	0	0	0	
123000	27	0	0	0	0	0	0	
124000	27	0	0	0	0	0	0	
125000	27	0	512	0	512000000	0	0	
